# date|top|surface|term|reading|partOfSpeech|level|meaningZh|meaningJa|collocations(;)|exampleJa|exampleZh|nuanceZh|nuanceJa
2026-09-12|2|不揃い|不揃いな|ふぞろいな|な形容詞|N2|形状、格式或程度不统一的。|形・形式・程度などがそろっていない。|不揃いな形式;大きさが不揃いだ;不揃いな記録|不揃いな記録を整えてから、項目ごとに比較します。|先整理格式不统一的记录，再逐项比较。|与完全没有规则不同，常指各项之间不一致。|全く規則がないというより、個々の形がそろっていないことを表す。
2026-09-12|2|枝分かれ|枝分かれする|えだわかれする|動詞・サ変|N2|从一个主干分出多个方向或路径。|一つの流れから、複数の方向へ分かれる。|処理が枝分かれする;条件で枝分かれする;枝分かれした構造|条件によって処理が枝分かれする箇所を、先に確認します。|先确认处理根据条件分成不同路径的位置。|比单纯分割更强调树状的分支关系。|単に分けるだけでなく、幹から枝が出るような構造を示す。
2026-09-12|2|意外と|意外と|いがいと|副詞|N2|与原先预期不同，出乎意料地。|予想していたことと違って。|意外と少ない;意外と難しい;意外と時間がかかる|単純に見える変更でも、確認には意外と時間がかかります。|即使看似简单的变更，确认起来也可能意外地耗时。|含有说话人的预期对比，不是客观数量单位。|話し手の予想との違いを含み、数量そのものを示す語ではない。
2026-09-12|3|形骸化|形骸化する|けいがいかする|動詞・サ変|N1|形式仍存在，但实质作用已经减弱或消失。|形式だけが残り、本来の意味や働きが失われる。|確認が形骸化する;制度の形骸化;形骸化を防ぐ|承認が形骸化しないように、判断に必要な情報を示します。|显示判断所需信息，避免审批流于形式。|并非手续被取消，而是手续虽然保留却不再发挥作用。|手続きがなくなるのではなく、残っていても役割を果たさない状態。
2026-09-12|3|吟味|吟味する|ぎんみする|動詞・サ変|N1|仔细审查内容、质量或理由。|内容や質を、よく確かめて判断する。|内容を吟味する;根拠を吟味する;条件を吟味する|提案の内容を吟味してから、実行を承認します。|仔细审查提案内容之后，再批准执行。|比快速确认更强调细致比较、判断。|簡単な確認より、よく調べて価値や適否を判断する意味が強い。
2026-09-12|3|却下|却下する|きゃっかする|動詞・サ変|N1|不接受提出的申请、意见或请求。|提出された申請や要求などを認めず、退ける。|申請を却下する;要求を却下する;却下の理由|要求を却下する場合は、理由と修正可能な点を伝えます。|拒绝请求时，说明理由和可以修正的部分。|是对请求作出不接受的决定，不是暂时未处理。|要求を認めないという判断であり、単に未処理という状態ではない。
2026-09-12|4|据える|据える|すえる|動詞・一段|N1|把某物稳固地放置，或将其确定为核心。|しっかり置く。また、重要な位置や役割に定める。|中心に据える;目標を据える;基盤として据える|利用者の作業を中心に据えて、画面を設計します。|以用户的作业为中心设计页面。|抽象用法中强调稳定的中心或基础位置。|抽象的に使うと、中心や基礎としてしっかり位置付けることを表す。
2026-09-12|4|眺め|眺める|ながめる|動詞・一段|N2|观看整体景象或持续看着某物。|全体の様子を見たり、しばらく見続けたりする。|全体を眺める;画面を眺める;推移を眺める|画面を眺めるだけでなく、必要な判断を記録します。|不只是看着画面，也记录必要的判断。|常有整体观察或相对被动观看的意味。|全体を見ることや、比較的受け身で見ていることに使われる。
2026-09-12|4|追求|追求する|ついきゅうする|動詞・サ変|N1|持续努力寻求某种目标、价值或理想。|目標や価値を得ようとして、努力を続ける。|使いやすさを追求する;品質を追求する;可能性を追求する|速度だけを追求せず、操作の分かりやすさも確認します。|不只追求速度，也确认操作是否容易理解。|与追查责任的「追及」、深入研究的「追究」需区别。|責任を問い詰める「追及」や深く研究する「追究」と区別する。
2026-09-12|5|改める|改める|あらためる|動詞・一段|N2|重新调整既有的方式、态度或安排。|これまでの方法や状態を、別のものに変える。|方法を改める;運用を改める;認識を改める|追加のたびに手作業をする方法を改めます。|改变每次新增都需要手工操作的做法。|比再次查看更强调实际改变，亦有正式重新安排之义。|見直すだけでなく変更する意味が強く、改まってやり直す場合にも使う。
