# date|top|surface|term|reading|partOfSpeech|level|meaningZh|meaningJa|collocations(;)|exampleJa|exampleZh|nuanceZh|nuanceJa
2026-09-07|1|保有|保有する|ほゆうする|動詞・サ変|N1|持续拥有或持有资产、信息等。|資産や情報などを持ち続ける。|資産を保有する;情報を保有する;保有状況|自社が保有する情報を整理し、管理責任者を確認します。|整理公司持有的信息，确认管理负责人。|强调持有关系，不一定表示正在使用。|持っている関係を示し、現在利用しているとは限らない。
2026-09-07|1|内包|内包する|ないほうする|動詞・サ変|N1|在内部包含某种性质、问题或可能性。|性質や問題などを、内部に含んでいる。|問題を内包する;リスクを内包する;矛盾を内包する|便利な仕組みでも、運用上のリスクを内包している場合があります。|即使是方便的机制，也可能内含运维风险。|侧重内部潜藏的因素，不一定已经产生外部影响。|内部に含まれることを表し、外に影響が現れているとは限らない。
2026-09-07|3|膨らむ|膨らむ|ふくらむ|動詞・五段|N2|体积、数量或规模变大。|大きさ・量・規模などが増える。|費用が膨らむ;処理量が膨らむ;期待が膨らむ|夜間の処理量が膨らむ時期に合わせて、必要な容量を見積もります。|根据夜间处理量增加的时期，估算所需容量。|可用于费用、期待等抽象对象，是自动变化。|費用や期待にも使え、何かを大きくする「膨らませる」と区別する。
2026-09-07|4|思い浮かべる|思い浮かべる|おもいうかべる|動詞・一段|N2|在脑海中想到某个形象、例子或事情。|頭の中に、ある姿や例を思い描く。|例を思い浮かべる;場面を思い浮かべる;利用者を思い浮かべる|利用者の作業場面を思い浮かべながら、必要な情報を整理します。|一边设想用户的作业场景，一边整理必要信息。|强调在脑中形成对象，不等于客观证明事实。|頭の中で考えることであり、事実を検証することとは別。
2026-09-07|4|純粋|純粋な|じゅんすいな|な形容詞|N2|不混杂其他因素，或只着眼于某一方面。|他の要素が混ざらず、ある面だけに限られている。|純粋な比較;純粋に考える;純粋な技術論|純粋な性能比較だけでなく、運用の負担も考えます。|不仅进行纯性能比较，也考虑运营负担。|技术讨论中常表示“只从这一方面”，不是道德评价。|技術的な議論では、特定の側面だけを見る意味で使われる。
2026-09-08|1|シワ寄せ|しわ寄せ|しわよせ|名詞|N1|某处问题或调整带来的负担转嫁到其他地方。|ある所の問題や調整の負担が、別の所に集まること。|現場にしわ寄せが来る;しわ寄せを防ぐ;負担のしわ寄せ|導入費用を下げても、現場にしわ寄せが来ないか確認します。|即使降低导入成本，也确认是否把负担转嫁给现场。|片假名「シワ寄せ」与平假名表记是同一词。|「シワ寄せ」と「しわ寄せ」は表記の違いであり、同一の語として扱う。
2026-09-08|1|究明|究明する|きゅうめいする|動詞・サ変|N1|深入调查并弄清原因或真实情况。|詳しく調べ、原因や真相を明らかにする。|原因を究明する;真相を究明する;原因究明|費用が増えた原因を究明するため、呼び出し元を調べます。|调查调用来源，以查明费用增加的原因。|比一般调查更强调查清本质或原因。|単に調べるだけでなく、原因や本質を明らかにすることに重点がある。
2026-09-08|1|相反|相反する|あいはんする|動詞・サ変|N1|两种要求或方向彼此矛盾、相反。|二つの性質や要求が、互いに逆の方向を向く。|相反する要求;利益が相反する;条件が相反する|相反する要求を整理し、どこまで両立できるか検討します。|整理互相冲突的要求，研究能够兼顾到什么程度。|不是单纯不同，而是方向上存在冲突。|違いがあるだけではなく、両方を満たすことが難しい関係を表す。
2026-09-08|1|見抜く|見抜く|みぬく|動詞・五段|N1|看穿表面，发现隐藏的性质或问题。|表面だけでなく、隠れた性質や問題に気付く。|原因を見抜く;意図を見抜く;問題を見抜く|数字の見た目に惑わされず、比較条件の違いを見抜く必要があります。|不能被数字表象迷惑，需要识别比较条件的差异。|比「見る」更强调穿透表面发现本质。|ただ目にすることではなく、表面からは分かりにくい点を理解すること。
2026-09-08|2|架空|架空|かくう|名詞|N2|实际不存在、想象或编造出来的。|実際には存在せず、想像で作られたもの。|架空の名前;架空の事例;架空の設定|説明用には架空の名前を使い、実在する利用者の情報を出しません。|说明时使用虚构姓名，不展示真实用户信息。|虚构可以用于示例；冒充真实事实则是另一问题。|例示のための架空設定と、事実であるかのように示すことは区別する。
2026-09-08|2|作法|作法|さほう|名詞|N2|在某种活动或领域中应遵循的做法。|ある活動で求められる、ふるまいや進め方。|基本的な作法;扱いの作法;作法を学ぶ|外部ツールを使う前に、情報を扱う基本的な作法を共有します。|使用外部工具之前，共享处理信息的基本规范。|不只指礼仪，在技术文章中也可指推荐的做法。|礼儀だけでなく、技術分野での適切な扱い方にも使われる。
2026-09-08|3|索引|索引|さくいん|名詞|N2|帮助定位内容位置的条目或查找结构。|内容がどこにあるかを探すための項目や仕組み。|索引を作る;索引を引く;索引を更新する|資料を削除したら、その資料を指す索引も更新します。|删除资料后，也更新指向该资料的索引。|索引帮助查找，不是内容全文本身。|内容を探す手掛かりであり、本文そのものとは異なる。
2026-09-08|5|循環|循環する|じゅんかんする|動詞・サ変|N2|沿着一定流程反复流动、循环。|一定の経路を巡り、繰り返し流れる。|知識が循環する;情報を循環させる;循環を生む|現場で得た知識が組織内を循環する仕組みを作ります。|建立让现场知识在组织内部流通的机制。|强调形成回路或持续流转，不只是单向发送一次。|一方向へ一度送るだけでなく、巡って使われ続けることを表す。
2026-09-08|5|混沌|混沌とした|こんとんとした|連体表現|N1|各种因素混杂，秩序不清的。|物事が入り交じり、秩序がはっきりしない。|混沌とした状況;混沌としている;混沌から整理する|混沌とした情報を、目的と出典ごとに整理します。|按目的和出处整理混乱的信息。|常用「混沌とした／としている」，语气比“复杂”更强。|「混沌とした」「混沌としている」の形が多く、単なる複雑さより強い表現。
2026-09-09|1|教訓|教訓|きょうくん|名詞|N2|从经验或失败中得到、可用于今后的认识。|経験や失敗から得て、今後に生かす考え。|教訓を得る;教訓を生かす;失敗の教訓|移行作業で得た教訓を、次の案件の手順に反映します。|把迁移工作中的经验教训反映到下个项目的流程中。|重点是从经验学习，而不是事后责备。|経験から学んで次に生かす点が中心で、後から責めることではない。
